system:index,B11_S2A,B11_S2B,B12_S2A,B12_S2B,B1_S2A,B1_S2B,B2_S2A,B2_S2B,B3_S2A,B3_S2B,B4_S2A,B4_S2B,B5_S2A,B5_S2B,B6_S2A,B6_S2B,B7_S2A,B7_S2B,B8A_S2A,B8A_S2B,B8_S2A,B8_S2B,B9_S2A,B9_S2B,WVP_S2A,WVP_S2B,classProb_S2A,classProb_S2B,class_S2A,class_S2B,dist_emd,dist_sam,dist_sed,dist_sid,spc_S2A,spc_S2B,.geo
2489,155,78,100,63,236,330,253,398,393,440,379,411,666,623,749,620,861,712,945,657,1094,852,386,255,1350,1423,0.58907855,0.5130504,4.0,4.0,4767.0,0.18436982821291123,245081.0,0.16138852491817124,61.3386,37.897957,"{""type"":""MultiPoint"",""coordinates"":[]}"
2490,122,57,74,45,205,310,342,399,437,456,433,406,689,655,713,621,800,640,784,515,1038,812,267,87,1350,1423,0.8397068,0.6384177,4.0,4.0,5035.0,0.18191412003368918,216816.0,0.19488461113852867,48.58567,35.173332,"{""type"":""MultiPoint"",""coordinates"":[]}"
2491,122,57,74,45,205,310,320,394,456,449,384,392,689,655,713,621,800,640,784,515,893,737,267,87,1350,1423,0.9992562,0.79768836,4.0,4.0,4519.0,0.17929043509219036,191326.0,0.19911264361975817,46.401474,30.398125,"{""type"":""MultiPoint"",""coordinates"":[]}"
2492,69,47,49,24,205,310,309,395,430,452,408,397,597,614,614,474,617,539,585,399,856,694,267,87,1350,1423,0.93374145,0.9725362,4.0,4.0,3476.0,0.17632202683688838,144677.0,0.19914679168401225,38.80329,24.659431,"{""type"":""MultiPoint"",""coordinates"":[]}"
2493,69,47,49,24,205,310,263,385,424,432,398,380,597,614,614,474,617,539,585,399,736,552,267,87,1350,1423,0.9636448,0.96772456,4.0,4.0,3636.0,0.19083977261503232,159560.0,0.2253294117974593,29.104198,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2494,54,46,51,39,205,310,244,367,340,393,299,316,531,528,395,348,487,398,368,257,506,396,267,87,1350,1423,0.99677473,0.98491466,4.0,4.0,2502.0,0.17609819080377162,101749.0,0.2234192046270699,22.064003,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2495,54,46,51,39,205,310,243,352,326,384,292,324,531,528,395,348,487,398,368,257,436,372,267,87,1350,1423,0.99294245,0.9733561,4.0,4.0,2295.0,0.16828708520537305,91787.0,0.21419492256063036,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2496,84,50,41,41,227,352,270,368,392,430,342,358,576,561,519,406,542,488,505,349,503,450,272,163,1350,1423,0.8630151,0.9824287,4.0,4.0,2289.0,0.15489630418002492,88350.0,0.1367273469495387,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2497,84,50,41,41,227,352,338,432,458,474,403,398,576,561,519,406,542,488,505,349,700,556,272,163,1350,1423,0.94136214,0.95351315,4.0,4.0,2815.0,0.16002345966288856,104090.0,0.1344607820382331,24.149849,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2498,92,64,60,50,227,352,329,405,429,494,462,438,646,592,610,519,688,566,663,480,806,630,272,163,1350,1423,0.6592215,0.8955874,4.0,4.0,3548.0,0.1640169258282408,134842.0,0.12537387265430394,24.498737,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2499,92,64,60,50,227,352,310,440,444,480,429,414,646,592,610,519,688,566,663,480,816,637,272,163,1350,1423,0.98490196,0.88975024,4.0,4.0,3527.0,0.17047038491745545,143751.0,0.138121082553724,31.30371,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2500,82,41,55,43,227,352,348,505,520,522,456,448,764,702,746,601,765,634,700,486,853,700,272,163,1350,1423,0.9988136,0.8499188,4.0,4.0,3983.0,0.17177170143480253,170612.0,0.14787769833077957,30.003208,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2501,82,41,55,43,227,352,369,504,574,551,522,480,764,702,746,601,765,634,700,486,930,708,272,163,1350,1423,0.9896947,0.9516339,4.0,4.0,4676.0,0.17378063099983565,192288.0,0.14308367495576818,26.167439,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2502,64,33,44,45,231,346,366,480,514,530,502,495,768,699,697,525,767,583,618,409,794,586,409,245,1350,1423,0.6549764,0.597866,4.0,4.0,5099.0,0.19231320144490122,214859.0,0.1653596766132521,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2503,61,38,39,48,231,346,340,468,500,544,448,446,736,678,690,481,690,536,551,325,672,514,409,245,1350,1423,0.79927915,0.9817377,4.0,4.0,4679.0,0.20555842839351907,211185.0,0.19569568033286897,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2504,54,47,37,45,270,389,371,473,505,586,442,449,733,760,599,534,613,568,436,309,527,449,113,92,1350,1423,0.9626553,0.6470315,4.0,4.0,2166.0,0.12147310778078825,66250.0,0.07633342825400846,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2505,148,112,104,75,308,409,286,394,418,461,395,398,843,861,970,874,1094,1019,1106,987,1014,926,569,440,1350,1423,0.9743749,0.9985341,4.0,4.0,2306.0,0.10124111996704382,84900.0,0.0566200200501704,53.409164,46.436073,"{""type"":""MultiPoint"",""coordinates"":[]}"
2506,148,112,104,75,308,409,326,423,413,466,402,448,843,861,970,874,1094,1019,1106,987,1010,866,569,440,1350,1423,0.9557258,0.9737419,4.0,4.0,2518.0,0.10887367316655697,98704.0,0.06083276232371113,51.908157,32.55446,"{""type"":""MultiPoint"",""coordinates"":[]}"
2507,222,143,121,83,236,330,318,412,469,451,438,441,789,806,935,816,1037,932,1178,960,1100,944,386,255,1350,1423,0.9622729,0.9928383,4.0,4.0,3651.0,0.12439945505380771,145515.0,0.08124191257372622,51.87964,40.308212,"{""type"":""MultiPoint"",""coordinates"":[]}"
2508,222,143,121,83,236,330,270,391,424,458,417,399,789,806,935,816,1037,932,1178,960,1052,846,386,255,1350,1423,0.93445593,0.99865854,4.0,4.0,3873.0,0.13796660647525782,170567.0,0.09918649805444457,52.19583,39.595757,"{""type"":""MultiPoint"",""coordinates"":[]}"
2509,145,83,98,66,236,330,218,358,358,393,353,321,688,640,770,678,897,770,971,706,912,682,386,255,1350,1423,0.9784677,0.98946023,4.0,4.0,4496.0,0.17316930922711768,208065.0,0.14242153787757944,53.852837,39.747875,"{""type"":""MultiPoint"",""coordinates"":[]}"
2510,145,83,98,66,236,330,262,353,340,386,350,336,688,640,770,678,897,770,971,706,848,670,386,255,1350,1423,0.9449246,0.96059006,4.0,4.0,4177.0,0.16017670140142307,175593.0,0.11694389149487382,49.34411,34.945286,"{""type"":""MultiPoint"",""coordinates"":[]}"
2511,155,78,100,63,236,330,251,348,347,389,353,355,666,623,749,620,861,712,945,657,894,638,386,255,1350,1423,0.9521893,0.9621743,4.0,4.0,5082.0,0.18731291239144895,238972.0,0.15295504296778337,52.46672,26.856232,"{""type"":""MultiPoint"",""coordinates"":[]}"
2512,122,57,74,45,205,310,260,382,399,430,342,377,689,655,713,621,800,640,784,515,806,582,267,87,1350,1423,0.9998491,0.7079626,4.0,4.0,4623.0,0.20414253945511177,228647.0,0.243015621409248,47.36341,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2513,122,57,74,45,205,310,278,376,415,417,324,356,689,655,713,621,800,640,784,515,725,560,267,87,1350,1423,0.99990594,0.8057959,4.0,4.0,4402.0,0.19224273425768676,199258.0,0.22285035274085097,43.59317,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2514,69,47,49,24,205,310,239,404,376,420,350,336,597,614,614,474,617,539,585,399,646,501,267,87,1350,1423,0.9828818,0.9788655,4.0,4.0,3358.0,0.19811589634283353,160814.0,0.2515373517471384,28.954296,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2515,69,47,49,24,205,310,232,389,344,384,311,307,597,614,614,474,617,539,585,399,464,338,267,87,1350,1423,0.9159657,0.860949,4.0,4.0,3228.0,0.19945789169133812,152573.0,0.25885901573814235,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2516,54,46,51,39,205,310,225,352,306,372,250,278,531,528,395,348,487,398,368,257,304,262,267,87,1350,1423,0.99790573,0.9936103,4.0,4.0,2319.0,0.17360158940645903,94455.0,0.22784644154608583,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2517,54,46,51,39,205,310,235,349,310,390,274,289,531,528,395,348,487,398,368,257,302,253,267,87,1350,1423,0.9895922,0.98235613,4.0,4.0,2297.0,0.17230846086921797,93444.0,0.22404888702074044,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2518,84,50,41,41,227,352,236,348,348,399,269,315,576,561,519,406,542,488,505,349,404,318,272,163,1350,1423,0.9893232,0.98516184,4.0,4.0,2462.0,0.16804375007502542,98894.0,0.16070535089179638,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2519,84,50,41,41,227,352,269,388,396,417,319,337,576,561,519,406,542,488,505,349,544,413,272,163,1350,1423,0.9803222,0.9717444,4.0,4.0,2686.0,0.16956562507460315,106324.0,0.15589932699746636,22.679214,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2520,92,64,60,50,227,352,260,397,366,426,370,356,646,592,610,519,688,566,663,480,624,488,272,163,1350,1423,0.95045334,0.92290354,4.0,4.0,3243.0,0.1742123859987728,134350.0,0.1516415762468286,21.78704,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2521,82,41,55,43,227,352,310,458,460,478,444,421,764,702,746,601,765,634,700,486,736,537,272,163,1350,1423,0.59331334,0.4873488,4.0,4.0,4289.0,0.18322636363464315,184844.0,0.16320615097951122,20.397556,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2522,64,33,44,45,231,346,372,456,489,514,432,422,768,699,697,525,767,583,618,409,656,487,409,245,1350,1423,0.98261833,0.98674554,4.0,4.0,4958.0,0.18847248761940097,194636.0,0.1588822187291702,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
